name,latitude,longitude
005244.798,0.4840885,0.0995301
005245.798,0.4840885,0.0995301
005246.798,0.4840885,0.0995301
005247.798,0.4840885,0.0995301
005248.798,0.4840885,0.0995301
005249.798,0.4840885,0.0995301
005250.798,0.4840885,0.0995301
005251.798,0.4840885,0.0995301
005252.798,0.4840885,0.0995301
005253.798,0.4840885,0.0995301
005254.798,0.4840885,0.0995301
005255.798,0.4840885,0.0995301
005256.798,0.4840885,0.0995301
005257.798,0.4840885,0.0995301
005258.798,0.4840885,0.0995301
005259.798,0.4840885,0.0995301
005300.798,0.4840885,0.0995301
005301.798,0.4840885,0.0995301
005302.798,0.4840885,0.0995301
005303.798,0.4840885,0.0995301
005304.798,0.4840885,0.0995301
005305.798,0.4840885,0.0995301
005306.798,0.4840885,0.0995301
005307.798,0.4840885,0.0995301
005308.798,0.4840885,0.0995301
005309.798,0.4840885,0.0995301
005310.798,0.4840885,0.0995301
005311.798,0.4840885,0.0995301
005312.798,0.4840885,0.0995301
005313.798,0.4840885,0.0995301
005314.798,0.4840885,0.0995301
005315.798,0.4840885,0.0995301
005316.798,0.4840885,0.0995301
005317.798,0.4840885,0.0995301
005318.798,0.4840885,0.0995301
005319.798,0.4840885,0.0995301
005320.798,0.4840885,0.0995301
005321.798,0.4840885,0.0995301
005322.798,0.4840885,0.0995301
005323.798,0.4840885,0.0995301
005324.798,0.4840885,0.0995301
005325.798,0.4840885,0.0995301
005326.798,0.4840885,0.0995301
005327.798,0.4840885,0.0995301
005328.798,0.4840885,0.0995301
005329.798,0.4840885,0.0995301
005330.798,0.4840885,0.0995301
005331.798,0.4840885,0.0995301
005332.798,0.4840885,0.0995301
005333.798,0.4840885,0.0995301
005334.798,0.4840885,0.0995301
005335.798,0.4840885,0.0995301
005336.798,0.4840885,0.0995301
005337.798,0.4840885,0.0995301
005338.798,0.4840885,0.0995301
005339.798,0.4840885,0.0995301
005340.798,0.4840885,0.0995301
005341.798,0.4840885,0.0995301
005342.798,0.4840885,0.0995301
005343.798,0.4840885,0.0995301
005344.798,0.4840885,0.0995301
005345.798,0.4840885,0.0995301
005346.798,0.4840885,0.0995301
005347.798,0.4840885,0.0995301
005348.798,0.4840885,0.0995301
005349.798,0.4840885,0.0995301
005350.798,0.4840885,0.0995301
005351.798,0.4840885,0.0995301
005352.798,0.4840885,0.0995301
005353.798,0.4840885,0.0995301
005354.798,0.4840885,0.0995301
005355.798,0.4840885,0.0995301
005356.798,0.4840885,0.0995301
005357.798,0.4840885,0.0995301
005358.798,0.4840885,0.0995301
005359.798,0.4840885,0.0995301
005400.798,0.4840885,0.0995301
005401.798,0.4840885,0.0995301
005402.798,0.4840885,0.0995301
005403.798,0.4840885,0.0995301
005404.798,0.4840885,0.0995301
005405.798,0.4840885,0.0995301
005406.798,0.4840885,0.0995301
005407.798,0.4840885,0.0995301
005408.798,0.4840885,0.0995301
005409.798,0.4840885,0.0995301
005410.798,0.4840885,0.0995301
005411.798,0.4840885,0.0995301
005412.798,0.4840885,0.0995301
005413.798,0.4840885,0.0995301
005414.798,0.4840885,0.0995301
005415.798,0.4840885,0.0995301
005416.798,0.4840885,0.0995301
005417.798,0.4840885,0.0995301
005418.798,0.4840885,0.0995301
005419.798,0.4840885,0.0995301
005420.798,0.4840885,0.0995301
005421.798,0.4840885,0.0995301
005422.798,0.4840885,0.0995301
005423.798,0.4840885,0.0995301
005424.798,0.4840885,0.0995301
005425.798,0.4840885,0.0995301
005426.798,0.4840885,0.0995301
005427.798,0.4840885,0.0995301
005428.798,0.4840885,0.0995301
005429.798,0.4840885,0.0995301
005430.798,0.4840885,0.0995301
005431.798,0.4840885,0.0995301
005432.798,0.4840885,0.0995301
005433.798,0.4840885,0.0995301
005434.798,0.4840885,0.0995301
005435.798,0.4840885,0.0995301
005436.798,0.4840885,0.0995301
005437.798,0.4840885,0.0995301
005438.798,0.4840885,0.0995301
005439.798,0.4840885,0.0995301
005440.798,0.4840885,0.0995301
005441.798,0.4840885,0.0995301
005442.798,0.4840885,0.0995301
005443.798,0.4840885,0.0995301
005444.798,0.4840885,0.0995301
005445.798,0.4840885,0.0995301
005446.798,0.4840885,0.0995301
005447.798,0.4840885,0.0995301
005448.798,0.4840885,0.0995301
005449.798,0.4840885,0.0995301
005450.798,0.4840885,0.0995301
005451.798,0.4840885,0.0995301
005452.798,0.4840885,0.0995301
005453.798,0.4840885,0.0995301
005454.798,0.4840885,0.0995301
005455.798,0.4840885,0.0995301
005456.798,0.4840885,0.0995301
005457.798,0.4840885,0.0995301
005458.798,0.4840885,0.0995301
005459.798,0.4840885,0.0995301
005500.798,0.4840885,0.0995301
005501.798,0.4840885,0.0995301
005502.798,0.4840885,0.0995301
005503.798,0.4840885,0.0995301
005504.798,0.4840885,0.0995301
005505.798,0.4840885,0.0995301
005506.798,0.4840885,0.0995301
005507.798,0.4840885,0.0995301
005508.798,0.4840885,0.0995301
005509.798,0.4840885,0.0995301
005510.798,0.4840885,0.0995301
005511.798,0.4840885,0.0995301
005512.798,0.4840885,0.0995301
005513.798,0.4840885,0.0995301
005514.798,0.4840885,0.0995301
005515.798,0.4840885,0.0995301
005516.798,0.4840885,0.0995301
005517.798,0.4840885,0.0995301
005518.798,0.4840885,0.0995301
005519.798,0.4840885,0.0995301
005520.798,0.4840885,0.0995301
005521.798,0.4840885,0.0995301
005522.798,0.4840885,0.0995301
005523.798,0.4840885,0.0995301
005524.798,0.4840885,0.0995301
005525.798,0.4840885,0.0995301
005526.798,0.4840885,0.0995301
005527.798,0.4840885,0.0995301
005528.798,0.4840885,0.0995301
005529.798,0.4840885,0.0995301
005530.798,0.4840885,0.0995301
005531.798,0.4840885,0.0995301
005532.798,0.4840885,0.0995301
005533.798,0.4840885,0.0995301
005534.798,0.4840885,0.0995301
005535.798,0.4840885,0.0995301
005536.798,0.4840885,0.0995301
005537.798,0.4840885,0.0995301
005538.798,0.4840885,0.0995301
005539.798,0.4840885,0.0995301
005540.798,0.4840885,0.0995301
005541.798,0.4840885,0.0995301
005542.798,0.4840885,0.0995301
005543.798,0.4840885,0.0995301
005544.798,0.4840885,0.0995301
005545.798,0.4840885,0.0995301
005546.798,0.4840885,0.0995301
005547.798,0.4840885,0.0995301
005548.798,0.4840885,0.0995301
005549.798,0.4840885,0.0995301
005550.798,0.4840885,0.0995301
005551.798,0.4840885,0.0995301
005552.798,0.4840885,0.0995301
005553.798,0.4840885,0.0995301
005554.798,0.4840885,0.0995301
005555.798,0.4840885,0.0995301
005556.798,0.4840885,0.0995301
005557.798,0.4840885,0.0995301
005558.798,0.4840885,0.0995301
005559.798,0.4840885,0.0995301
005600.798,0.4840885,0.0995301
005601.798,0.4840885,0.0995301
005602.798,0.4840885,0.0995301
005603.798,0.4840885,0.0995301
005604.798,0.4840885,0.0995301
005605.798,0.4840885,0.0995301
005606.798,0.4840885,0.0995301
005607.798,0.4840885,0.0995301
005608.798,0.4840885,0.0995301
005609.798,0.4840885,0.0995301
005610.798,0.4840885,0.0995301
005611.798,0.4840885,0.0995301
005612.798,0.4840885,0.0995301
005613.798,0.4840885,0.0995301
005614.798,0.4840885,0.0995301
005615.798,0.4840885,0.0995301
005616.798,0.4840885,0.0995301
005617.798,0.4840885,0.0995301
005618.798,0.4840885,0.0995301
005619.798,0.4840885,0.0995301
